X1,Y1
55.97858767,56.90784772
55.98628057,57.10016611
56.13850875,57.29857174
56.15936675,57.64154782
56.18239888,57.94019383
56.37136015,58.14633626
56.52408283,58.41567591
56.65164901,58.63473544
56.74455761,58.75477355
56.81097553,58.80454253
56.96126383,58.98255734
57.17241145,58.99583094
57.22071339,59.19499036
57.26274522,59.3474206
57.3311449,59.35045387
57.46440524,59.48873629
57.52913902,59.6269603
57.62766189,59.8683246
58.39493905,59.88372975
58.64996369,59.8841753
58.74050737,59.90435524
58.76585662,59.99638771
58.87267308,60.61293281
58.97038719,60.68704072
59.15337152,61.07522151
59.16809209,61.22304815
59.32762784,61.43269914
59.48139651,61.49023427
59.57647674,61.50705095
59.86432669,61.52431404
60.03356955,61.67685837
60.56040616,61.95803576
60.58779889,62.06256543
60.78606679,62.30521327
60.94426314,62.60393526
61.10581002,62.606155
61.19067067,62.88841999
61.25824983,63.08083261
61.51713358,63.09608262
61.6684002,63.26076114
61.81093312,63.29257176
61.94048327,63.33646066
61.9564306,63.45627136
62.05344835,63.4856602
62.34929348,63.54123574
62.44267377,63.96523169
62.46842516,64.01635027
62.84204623,64.18685847
62.99483269,64.40480615
63.29410689,64.43535967
63.30539977,64.43660708
63.69363159,64.46772318
63.94889488,64.77230903
64.07388045,64.79489182
64.24594054,65.02629319
64.47021112,65.17011885
64.49819043,65.21943304
64.50038974,65.23635096
64.66317017,65.34614953
64.84434464,65.41782962
64.85506098,65.66510824
64.93128313,65.67977182
65.1500509,65.93468401
65.2663859,66.06043255
65.26856335,66.17144179
65.44003238,66.27266697
65.70143952,66.51546639
66.29150746,66.75666225
66.37307503,66.762631
66.40695516,66.85758067
67.05853266,66.97718022
67.15676649,67.10301557
67.15914755,67.14329156
67.21752292,67.30264795
67.41487979,67.3200127
67.44147657,67.35245157
67.54899336,67.71492704
67.60455771,67.73565439
68.0142393,67.90131894
68.10573274,68.1133258
68.45596209,68.24260359
68.5148736,68.24970592
68.54826935,68.42589857
68.65254795,68.68860453
68.70074783,69.15786633
68.7099791,69.17820422
69.01709607,69.94832394
69.04363722,70.0152621
69.0890935,70.26349497
69.13987131,70.40682253
69.18342321,70.53740634
69.57282746,70.64002861
69.7357661,71.2000984
69.88359455,71.46942354
70.14996619,71.57044996
70.96333639,71.62911488
71.45820019,71.713129
71.66588223,71.7233945
71.82996676,71.7964392
71.83877926,71.86118016
72.01464398,72.10996913
72.53737589,72.12701104
72.63321643,72.33203838
72.63468042,72.43927823
72.66425662,72.57363135
72.75772911,72.63069394
72.88453839,72.88942957
72.88807123,73.0221458
73.0817933,73.04144919
73.74768552,73.16073011
73.94323136,73.19889619
74.10633685,73.65996006
74.18813762,73.90854419
74.20294246,74.13417468
74.31512418,74.15081202
74.74291874,74.19428423
75.08307406,74.26092273
75.21245789,74.88734351
75.26510377,74.91021757
75.30736014,75.18448641
75.41006392,75.22659323
75.52511239,75.42025873
75.54815709,75.43424366
75.94268545,75.58939356
76.05141459,75.61110505
76.11360719,75.81035233
76.31898266,75.89975162
76.35472695,75.95889737
76.44682773,76.06159827
76.46134401,76.19197322
76.53026195,76.19386026
76.60073829,76.22335575
76.61288606,76.83642196
76.67049757,77.00928571
77.23418417,77.03541383
77.25569979,77.12119609
77.28440743,77.2289951
77.65090815,77.36492541
77.82549858,77.47622188
77.85972946,77.64965588
77.90703953,77.75498666
77.99087577,77.75963498
78.03486453,77.81274037
78.0889351,77.93286063
78.25118604,78.07797398
78.29365115,78.17170614
78.44767985,78.59592473
78.4521009,78.6271766
78.71925186,78.67550456
78.85559385,78.81466726
78.88715101,78.82346205
79.01832471,78.82823755
79.05952416,78.92989416
79.06894748,79.37520832
79.32155066,79.58486325
79.32409524,79.61514357
79.34133801,79.69849578
79.7084539,79.85505347
79.79911527,79.8637513
79.9556973,79.95636977
80.20718923,80.16303648
80.2549277,80.17214891
80.87209822,80.28956952
80.96433922,80.47510866
80.96843245,80.50296273
81.22922232,80.51353115
81.36657443,80.70072267
81.58944526,80.76353973
81.66992508,80.79754146
81.71582105,80.8302088
81.79098827,81.0225605
81.85651898,81.04146398
82.22544805,81.19366434
82.2652625,81.31960233
82.83108634,81.38147705
83.44259826,81.39352389
83.58368751,81.59329974
83.70964844,81.64608701
83.93291444,81.70224225
84.12452105,81.87649474
84.44152194,81.92173218
84.55824316,81.9328298
84.5777785,82.18207303
84.75775984,82.3201774
85.01886146,82.42349661
85.08360968,82.77017104
85.15163569,82.8722361
85.16787025,83.45196344
85.37863759,83.60755852
85.41583724,83.86045482
85.44984368,84.29182827
85.52098988,84.43319539
85.66163696,84.6753312
85.68792269,84.9891663
85.70968866,85.16917191
85.74382729,85.71065074
85.83922115,85.71075847
86.15218566,85.74264618
86.17480696,85.78403491
86.34951809,86.00641731
86.45303666,86.3401367
86.80148353,86.50390453
87.00301693,86.54289019
87.15793288,86.60893982
87.20193558,86.62648503
87.25495521,86.80783845
87.31671668,86.97959454
87.48051128,87.62349604
87.61264936,87.87497263
87.61335201,87.88118403
87.70242525,88.14688966
87.84497649,88.23382268
87.89083897,88.26620801
88.10501112,88.31210772
88.10639069,88.65501953
88.24221467,88.92776267
88.25081922,88.94434939
88.41669496,89.20237157
88.54546371,89.21639944
88.75333149,89.2890357
88.81580117,89.38558707
88.97015248,89.41095179
89.08570746,89.68625178
89.24971535,89.79896053
89.28338454,89.82645345
89.45260436,90.01716233
89.53730409,90.06838606
89.5855599,90.18865316
89.80237895,90.22942872
89.88406307,90.27274291
89.98190288,90.36229029
90.00204986,90.40210646
90.18249533,90.45318033
90.43077361,90.78377372
90.50303738,90.83978728
90.76087211,91.11173466
90.86268145,91.15537422
90.94354237,91.17167381
91.17545083,91.20848175
91.37261643,91.21500962
91.59311619,91.22600506
91.61135821,91.42131374
91.87431162,91.54555949
91.90490839,91.56059644
92.10752985,91.68378692
92.11063198,91.72165868
92.39785723,91.83733252
92.71787418,92.14196039
92.92279108,92.18791474
93.02909225,92.361033
93.0428951,92.50946324
93.27818303,92.52372858
93.39355169,92.52691012
93.39840971,92.56790994
93.62064567,92.62768545
93.64702303,92.643727
93.85267018,92.70379258
93.91852351,92.80677129
94.01610485,92.96007568
94.02183215,93.17233567
94.03567319,93.19576104
94.04624014,93.23090471
94.25541107,93.47420394
94.27767117,94.00301107
94.70622268,94.01057034
94.85296944,94.26698529
94.89674415,94.33315783
94.9181543,94.50351464
95.03022337,94.51315081
95.17608846,94.86030862
95.34216255,94.89119707
95.35942347,95.14387969
95.52548487,95.2730227
95.61780099,95.34018026
95.98635872,95.45066259
96.05258069,95.689074
96.39794567,95.88470085
96.71760092,96.27180416
96.75633583,96.39331056
96.77456237,96.58800045
96.78584109,96.7065111
96.89928377,96.78785188
96.91937712,96.87256372
97.20625313,96.89965445
97.2826562,96.95772732
97.67270722,97.35467613
97.87638983,97.8232745
97.91750924,97.84455419
98.07299525,98.21345996
98.07821892,98.21492973
98.43436337,98.94055346
98.57008693,98.97724776
98.91468891,99.0627816
98.91683238,99.10956833
99.14906241,99.1913323
99.1713935,99.22396016
99.59037848,99.36409218
99.6144875,99.54345145
99.77054823,99.82354872
99.85304382,99.94630145
99.93978551,99.94838921
